job_title,company_name,location,job_description,job_link,skills
data annotation specialist - freelance,mindrift,surabaya,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687905?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,medan,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687840?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,palembang,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687663?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,jawa timur,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687621?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,surakarta,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687629?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,bekasi,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687983?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,malang,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76688054?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,jakarta,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76688003?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,banjarmasin,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687863?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,"pekanbaru, riau","annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687872?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,jawa barat,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687688?type=standard&ref=search-standalone,['critical thinking']
data scientist,pt simplefi teknologi indonesia (awan tunai),jakarta,"company overviewawantunai is the leading vertical fintech player digitizing the offline fmcg supply chain in indonesia. we solve for both operational and financing pain points through erp software and integrated embedded financing for offline suppliers. our traditional suppliers have aggregate annual sales of over $3bn+ and our embedded financing is on track to reach the annualized $1bn milestone next quarter. we have been growing revenues at an average 30% qoq with 0.2% credit loss rates over the pandemic period across hundreds of traditional suppliers.our financial impact has won accolades from the uncdf, monetary authority of singapore, and with the ifc (world bank group) as a major shareholder. management and our impact focused shareholders are committed to building a world class team regardless of diversity or location.our fraud management has won the trust of global banking groups (mufg, ocbc), the largest local institutions (bank bri, bank mandiri), as well as global insurers (aa rated munich re) who protect our loan assets against credit default.roleawantunai is looking for a data scientist who will analyze and interpret complex data using statistical methods, machine learning, and domain expertise to extract insights, make predictions, and drive data-driven decisions.responsibilities1. conduct data exploration and discovery, and advanced data mining analysis on spatial-temporal data, user behavioral data, transaction data, machine/device log data, and others2. conduct experiments with data, build working prototypes to demonstrate ideas and results3. build scalable pipeline and data science models with open source systems or proprietary tools4. collaborate with business teams to contribute to new use cases for solving clients’ problems5. participate in ip creation, such as patenting, case studies, white papers and research papers as determined by business needsrequirements1. 3+ years experience of successful application of machine learning, data mining, and statistical analysis with demonstrable impact and proven track records2. demonstrated ability to take high level, loosely-defined business problems and identify precise, quantitative solutions3. working knowledge of databases and query engines for structured and unstructured data, data transformation (etl), software development methodologies, and data science languages like python, r, or others4. self-starter, capable of experimenting with various tools and developing own code and scripts for data manipulation, experimentation, algorithm implementation, accuracy measurements, etc.5. familiar with basic software development skills (agile methodologies, testing, version control, etc.)6. preferred to have advanced degree in computer science, machine learning, operational research, mathematics or statistics, or other equivalent subjects7. preferred to be familiar with basic software development skills (agile methodologies, testing, version control, etc.)",https://www.jobstreet.co.id/id/job/79661921?type=standard&ref=search-standalone,"['python', 'r', 'etl', 'machine learning', 'version control', 'erp', 'version control', 'statistics']"
data annotator - freelance,mindrift,bandung,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687625?type=standard&ref=search-standalone,['critical thinking']
data annotation specialist - freelance,mindrift,jawa barat,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687616?type=standard&ref=search-standalone,['critical thinking']
data engineer,jala indonesia,yogyakarta,"job description:1. ingest data source into data lake2. create automation pipeline using python based tools3. monitor data quality and infrastructure4. prepare raw data for further processing5. maintain ci/cd operation in githubrequirements:1. intermediate python developer2. having experience minimum 1 year3. familiar with aws services related to data solution (s3, ec2, vpc, lambda, glue)4. intermediate in rdbms query language5. familiar with apache airflow and pyspark",https://www.jobstreet.co.id/id/job/80426755?type=standard&ref=search-standalone,"['python', 'aws', 'airflow', 'ci/cd']"
data annotator - freelance,mindrift,tangerang,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687719?type=standard&ref=search-standalone,['critical thinking']
data annotation specialist - freelance,mindrift,jakarta,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687925?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,batam,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687641?type=standard&ref=search-standalone,['critical thinking']
data annotator - freelance,mindrift,semarang,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687784?type=standard&ref=search-standalone,['critical thinking']
data analyst staff - business intelligence (logistics),byorange,jakarta,"this position focuses on managing and analyzing data using bigquery to provide insights that support strategic decision-making. expertise in sql, data warehousing, data analysis, and data visualization is required.job description:data processing and cleaning:- write and optimize sql queries in bigquery to process and clean raw data.- manage the data warehouse in bigquery to ensure data is organized and ready for use.data analysis:- analyze data using sql in bigquery to identify trends, patterns, and key insights.- develop python scripts for more complex data analysis and process automation.data visualization:- create and maintain dashboards and visual reports using looker studio, metabase, and tableau integrated with bigquery.- present data visually to help stakeholders understand the data and make data-driven decisions.report preparation:- prepare periodic reports summarizing data analysis results from bigquery.- provide business insights based on analyzed data to management and relevant teams.query performance optimization:- optimize sql query performance in bigquery to ensure efficiency and speed of data processing.- monitor bigquery resource usage and make adjustments to improve performance.collaboration with other teams:- work with product development, marketing, and management teams to understand their data needs.- provide data analysis support for various cross-functional projects using bigquery.maintenance and documentation:- document data processing procedures, sql queries, and analysis results in bigquery.- conduct routine maintenance and data monitoring on datasets and data warehouse in bigquery to ensure data integrity.performance measurement and evaluation:- track and evaluate the performance of business initiatives based on data collected and analyzed in bigquery.- support the creation of metrics and kpis to measure project success and task completion efficiency.requirements:- bachelor's degree in computer science, statistics, mathematics, or a related field.- minimum 1-2 years of experience as a data analyst or similar role.- ability to write efficient and complex sql queries in bigquery.- experience with data visualization tools such as looker studio, metabase, or tableau.- strong analytical skills and attention to detail.- experience with python for data analysis and automation is a plus.- experience in data processing within logistics, supply chain, or e-commerce is a plus.- good communication skills and ability to work in a team.",https://www.jobstreet.co.id/id/job/79663090?type=standard&ref=search-standalone,"['sql', 'python', 'bigquery', 'tableau', 'looker', 'statistics', 'communication', 'collaboration']"
data engineer,lion parcel,jakarta,"responsibilitiescreate and develop data ingestion from various sources: rdbms, rest api, kafka, text file, and spread sheet design, develop, optimize, and maintain data architecture and pipelineswork with core data engineering / data warehousing team to utilize existing frameworks for the implantation of these data pipelinescreate and develop data ingestion from various sources: rdbms rest api, kafka, text file, and spread sheet design, develop, optimize, and maintain data architecture and pipelinesdrive the prioritization, strategy, and focus to solve user problemsmaintaining and optimizing data pipelinesparticipate in code reviews and follow best practices for development and documentation data pipelinescontinuously learn and adapt to new technologies and methodologies within the data engineering landscapequalificationshaving experiences as a data engineer or data analyst is preferable.excellent command of programming languages, preferably in python.familiar in managing a serverless data warehouse like bigquery or redshift.familiarity with schedulers like airflow & airbyte.have experience working with github and docker.deep knowledge of sql database design (mysql, redshift, postgresql).understand how to optimize data retrieval and how to develop dashboards, reports, and other visualizations for stakeholders.good communication skills to work across departments.wfo: lion parcel head office (kedoya, west jakarta).",https://www.jobstreet.co.id/id/job/80334613?type=standard&ref=search-standalone,"['sql', 'python', 'mysql', 'redshift', 'kafka', 'airflow', 'bigquery', 'docker', 'github', 'communication']"
data annotator - freelance,mindrift,yogyakarta,"annotation drives ai’s capabilities.industries across the board are embracing ai, and the backbone of this revolution is accurate data labeling (data annotation). as anai tutor - expert annotator, you will not just be performing routine tasks; you are a meticulous specialist ensuring the highest quality of data markup. in this role, you help pave the way for more reliable and responsible ai models by laying the groundwork through precise annotation.responsibilities:accurately label and annotate data following comprehensive project guidelines.make justified decisions on ambiguous content by applying critical thinking to preserve the integrity of the dataset.actively collaborate with team members to discuss and resolve ambiguities, align on best practices, and enhance project outcomes.consistently adhere to established data labeling standards and protocols, ensuring the highest quality and reliability of data.requirementsour ideal candidate:has great command of english: advanced (c1) / proficiency (c2) / native level.has a keen eye for detail: precision is paramount in data labeling.is a dedicated performer who recognizes the importance of even routine tasks.benefitsbe part of a significant project for a leading technology company, making a substantial impact on the future of ai.enjoy the flexibility of a part-time, remote role that accommodates your schedule.try your hand at an ai project and enrich your portfolio with new experiences.",https://www.jobstreet.co.id/id/job/76687614?type=standard&ref=search-standalone,['critical thinking']
data analyst,indofood group,jakarta,"persyaratan pekerjaanminimum s1 matematika, ekonomi, manajemen informasi, atau statistikaberpengalaman sebagai data analyst atau business data analyst selama 1 tahun atau fresh graduatememiliki kemampuan mengenai data models, database design development, data mining, dan segmentation techniquesmemiliki pengetahuan dan pengalaman dalam reporting packages (business objects etc), databases (sql etc), excelmemiliki pengetahuan statistik dan pengalaman dalam penggunaan statistical packages untuk analyzing datasets (excel, spss, sas etc)memiliki kemampuan analitik untuk collect, organize, analyze, and disseminate ukuran informasi yang besar dengan memperhatikan detail dan akurasimemiliki kemampuan dalam report writing and presenting findingsdeskripsi pekerjaaninterpret data, analyze results using statistical techniques and provide reports using tableau, excel or other reporting tools.develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and qualityidentify, analyze, and interpret trends or patterns in complex data setsfilter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problemscollaborate with management & operation to prioritize business and information needs",https://www.jobstreet.co.id/id/job/80402743?type=standard&ref=search-standalone,"['sql', 'sas', 'excel', 'tableau', 'spss']"
